استان,ایستگاه ,CO,O3,NO2,SO2,PM10,PM2.5,شاخص,تاریخ و ساعت
آذربایجان شرقی,کجا آباد,26.0,25.0,40.0,9.0,62.0,75.0,25,1396/06/25 11:00:00
آذربایجان شرقی,آبرسان,74.0,54.0,37.0,5.0,95.0,87.0,74,1396/06/25 11:00:00
آذربایجان شرقی,میدان آذربایجان,24.0,38.0,23.0,51.0,29.0,35.0,51,1396/06/25 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,11.0,2.0,26.0,11.0,47.0,51.0,2,1396/06/25 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/25 11:00:00
آذربایجان شرقی,راه آهن,33.0,42.0,39.0,22.0,63.0,78.0,22,1396/06/25 11:00:00
آذربایجان شرقی,میدان نماز,96.0,35.0,71.0,6.0,75.0,62.0,96,1396/06/26 11:00:00
آذربایجان شرقی,کجا آباد,29.0,25.0,36.0,9.0,76.0,85.0,76,1396/06/26 11:00:00
آذربایجان شرقی,آبرسان,74.0,42.0,30.0,5.0,90.0,73.0,74,1396/06/26 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/26 11:00:00
آذربایجان شرقی,میدان آذربایجان,26.0,43.0,18.0,49.0,42.0,49.0,49,1396/06/26 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,11.0,2.0,21.0,12.0,48.0,49.0,2,1396/06/26 11:00:00
آذربایجان شرقی,باغشمال,96.0,40.0,44.0,3.0,52.0,56.0,96,1396/06/26 11:00:00
آذربایجان شرقی,راه آهن,33.0,41.0,41.0,19.0,64.0,80.0,19,1396/06/26 11:00:00
آذربایجان شرقی,میدان نماز,91.0,37.0,57.0,8.0,78.0,62.0,91,1396/06/27 11:00:00
آذربایجان شرقی,کجا آباد,24.0,25.0,43.0,9.0,52.0,67.0,52,1396/06/27 11:00:00
آذربایجان شرقی,آبرسان,74.0,38.0,27.0,5.0,89.0,69.0,74,1396/06/27 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/27 11:00:00
آذربایجان شرقی,میدان آذربایجان,29.0,34.0,7.0,46.0,34.0,25.0,46,1396/06/27 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,11.0,2.0,15.0,14.0,49.0,47.0,2,1396/06/27 11:00:00
آذربایجان شرقی,باغشمال,95.0,36.0,41.0,2.0,45.0,37.0,95,1396/06/27 11:00:00
آذربایجان شرقی,راه آهن,33.0,42.0,40.0,21.0,64.0,79.0,21,1396/06/27 11:00:00
آذربایجان شرقی,میدان آذربایجان,14.0,33.0,23.0,56.0,24.0,36.0,56,1396/06/28 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,28.0,33.0,33.0,20.0,60.0,71.0,33,1396/06/28 11:00:00
آذربایجان شرقی,میدان نماز,97.0,30.0,63.0,6.0,75.0,55.0,97,1396/06/28 11:00:00
آذربایجان شرقی,راه آهن,33.0,43.0,38.0,23.0,63.0,78.0,23,1396/06/28 11:00:00
آذربایجان شرقی,باغشمال,98.0,32.0,53.0,4.0,47.0,33.0,98,1396/06/28 11:00:00
آذربایجان شرقی,کجا آباد,26.0,25.0,41.0,9.0,60.0,73.0,60,1396/06/28 11:00:00
آذربایجان شرقی,آبرسان,77.0,38.0,41.0,5.0,85.0,70.0,77,1396/06/28 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/28 11:00:00
آذربایجان شرقی,میدان نماز,114.0,36.0,102.0,15.0,60.0,52.0,114,1396/06/29 11:00:00
آذربایجان شرقی,کجا آباد,28.0,25.0,37.0,9.0,72.0,82.0,72,1396/06/29 11:00:00
آذربایجان شرقی,آبرسان,82.0,50.0,58.0,7.0,85.0,81.0,82,1396/06/29 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/29 11:00:00
آذربایجان شرقی,میدان آذربایجان,3.0,35.0,33.0,59.0,31.0,63.0,63,1396/06/29 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,10.0,2.0,41.0,7.0,45.0,57.0,2,1396/06/29 11:00:00
آذربایجان شرقی,باغشمال,109.0,36.0,84.0,8.0,56.0,46.0,109,1396/06/29 11:00:00
آذربایجان شرقی,راه آهن,33.0,43.0,38.0,23.0,63.0,78.0,23,1396/06/29 11:00:00
آذربایجان شرقی,میدان آذربایجان,,20.0,24.0,64.0,36.0,83.0,83,1396/06/30 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,34.0,44.0,43.0,21.0,64.0,81.0,44,1396/06/30 11:00:00
آذربایجان شرقی,میدان نماز,131.0,33.0,97.0,16.0,63.0,39.0,131,1396/06/30 11:00:00
آذربایجان شرقی,راه آهن,33.0,49.0,29.0,35.0,60.0,72.0,35,1396/06/30 11:00:00
آذربایجان شرقی,باغشمال,126.0,40.0,86.0,10.0,66.0,66.0,126,1396/06/30 11:00:00
آذربایجان شرقی,کجا آباد,28.0,25.0,37.0,9.0,71.0,81.0,71,1396/06/30 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/30 11:00:00
آذربایجان شرقی,آبرسان,100.0,54.0,56.0,13.0,87.0,72.0,100,1396/06/30 11:00:00
آذربایجان شرقی,میدان نماز,123.0,25.0,88.0,15.0,60.0,34.0,123,1396/06/31 11:00:00
آذربایجان شرقی,آبرسان,79.0,38.0,40.0,10.0,81.0,64.0,79,1396/06/31 11:00:00
آذربایجان شرقی,بهداشت,12.0,27.0,14.0,26.0,48.0,57.0,48,1396/06/31 11:00:00
آذربایجان شرقی,میدان آذربایجان,,31.0,20.0,57.0,48.0,85.0,85,1396/06/31 11:00:00
آذربایجان شرقی,تقاطع هتل مرمر,18.0,29.0,33.0,17.0,69.0,90.0,90,1396/06/31 11:00:00
آذربایجان شرقی,کجا آباد,30.0,25.0,35.0,9.0,80.0,88.0,80,1396/06/31 11:00:00
آذربایجان شرقی,راه آهن,33.0,50.0,28.0,36.0,59.0,72.0,36,1396/06/31 11:00:00
آذربایجان شرقی,باغشمال,100.0,29.0,61.0,9.0,75.0,79.0,100,1396/06/31 11:00:00
اصفهان,احمدآباد,34.0,34.0,31.0,22.0,51.0,54.0,54,1396/06/01 11:00:00
اصفهان,آزادی,33.0,38.0,34.0,23.0,56.0,64.0,64,1396/06/02 11:00:00
اصفهان,احمدآباد,33.0,39.0,32.0,25.0,55.0,62.0,62,1396/06/02 11:00:00
اصفهان,آزادی,34.0,34.0,29.0,23.0,50.0,50.0,50,1396/06/03 11:00:00
اصفهان,احمدآباد,33.0,40.0,33.0,25.0,56.0,64.0,64,1396/06/03 11:00:00
اصفهان,آزادی,34.0,34.0,30.0,23.0,51.0,52.0,52,1396/06/04 11:00:00
اصفهان,احمدآباد,33.0,37.0,36.0,20.0,57.0,66.0,66,1396/06/04 11:00:00
اصفهان,آزادی,34.0,33.0,28.0,23.0,49.0,48.0,48,1396/06/05 11:00:00
اصفهان,احمدآباد,35.0,30.0,29.0,21.0,47.0,44.0,44,1396/06/05 11:00:00
اصفهان,آزادی,36.0,28.0,23.0,24.0,41.0,32.0,32,1396/06/06 11:00:00
اصفهان,احمدآباد,35.0,30.0,29.0,21.0,47.0,44.0,44,1396/06/06 11:00:00
اصفهان,آزادی,35.0,30.0,24.0,24.0,43.0,36.0,36,1396/06/07 11:00:00
اصفهان,احمدآباد,34.0,32.0,29.0,22.0,48.0,47.0,47,1396/06/07 11:00:00
اصفهان,آزادی,35.0,32.0,27.0,23.0,47.0,45.0,45,1396/06/08 11:00:00
اصفهان,احمدآباد,33.0,39.0,32.0,25.0,55.0,62.0,62,1396/06/08 11:00:00
اصفهان,آزادی,34.0,33.0,28.0,23.0,49.0,48.0,48,1396/06/09 11:00:00
اصفهان,احمدآباد,33.0,40.0,31.0,27.0,55.0,62.0,62,1396/06/09 11:00:00
اصفهان,احمدآباد,35.0,33.0,26.0,25.0,47.0,45.0,45,1396/06/10 11:00:00
اصفهان,آزادی,35.0,31.0,25.0,24.0,45.0,40.0,40,1396/06/10 11:00:00
اصفهان,آزادی,35.0,31.0,26.0,24.0,45.0,41.0,41,1396/06/11 11:00:00
اصفهان,احمدآباد,34.0,34.0,28.0,24.0,49.0,49.0,49,1396/06/11 11:00:00
اصفهان,آزادی,34.0,33.0,29.0,23.0,49.0,49.0,49,1396/06/13 11:00:00
اصفهان,احمدآباد,33.0,42.0,31.0,28.0,56.0,64.0,64,1396/06/13 11:00:00
اصفهان,آزادی,34.0,34.0,29.0,23.0,50.0,51.0,51,1396/06/14 11:00:00
اصفهان,احمدآباد,33.0,42.0,35.0,25.0,60.0,73.0,73,1396/06/14 11:00:00
اصفهان,آزادی,34.0,36.0,32.0,23.0,53.0,58.0,58,1396/06/15 11:00:00
اصفهان,احمدآباد,33.0,41.0,33.0,26.0,57.0,67.0,67,1396/06/15 11:00:00
اصفهان,آزادی,32.0,42.0,39.0,22.0,63.0,79.0,79,1396/06/16 11:00:00
اصفهان,احمدآباد,32.0,49.0,35.0,30.0,65.0,83.0,83,1396/06/16 11:00:00
اصفهان,آزادی,32.0,42.0,39.0,22.0,63.0,79.0,79,1396/06/17 11:00:00
اصفهان,احمدآباد,33.0,46.0,31.0,31.0,60.0,72.0,72,1396/06/17 11:00:00
اصفهان,آزادی,32.0,42.0,39.0,22.0,62.0,77.0,77,1396/06/18 11:00:00
اصفهان,احمدآباد,33.0,46.0,33.0,29.0,61.0,75.0,29,1396/06/18 11:00:00
اصفهان,آزادی,32.0,41.0,38.0,22.0,61.0,74.0,74,1396/06/19 11:00:00
اصفهان,احمدآباد,33.0,45.0,35.0,27.0,62.0,76.0,27,1396/06/19 11:00:00
اصفهان,آزادی,32.0,42.0,39.0,22.0,63.0,79.0,79,1396/06/20 11:00:00
اصفهان,احمدآباد,33.0,46.0,33.0,29.0,61.0,75.0,29,1396/06/20 11:00:00
اصفهان,آزادی,73.0,95.0,64.0,36.0,68.0,87.0,95,1396/06/21 11:00:00
اصفهان,احمدآباد,34.0,40.0,30.0,27.0,54.0,60.0,60,1396/06/21 11:00:00
اصفهان,آزادی,4.0,4.0,20.0,12.0,57.0,67.0,67,1396/06/22 11:00:00
اصفهان,آزادی,5.0,4.0,20.0,13.0,56.0,64.0,64,1396/06/23 11:00:00
اصفهان,احمدآباد,33.0,38.0,34.0,23.0,56.0,64.0,64,1396/06/23 11:00:00
اصفهان,آزادی,9.0,4.0,17.0,14.0,50.0,52.0,52,1396/06/24 11:00:00
اصفهان,احمدآباد,34.0,35.0,31.0,23.0,52.0,56.0,56,1396/06/24 11:00:00
اصفهان,آزادی,,3.0,23.0,10.0,64.0,82.0,82,1396/06/25 11:00:00
اصفهان,احمدآباد,238.0,97.0,1.0,35.0,163.0,55.0,238,1396/06/25 11:00:00
اصفهان,آزادی,8.0,2.0,16.0,14.0,49.0,51.0,51,1396/06/26 11:00:00
اصفهان,احمدآباد,32.0,29.0,52.0,3.0,64.0,79.0,79,1396/06/26 11:00:00
اصفهان,آزادی,7.0,2.0,16.0,13.0,51.0,54.0,54,1396/06/27 11:00:00
اصفهان,احمدآباد,33.0,24.0,45.0,4.0,55.0,60.0,60,1396/06/27 11:00:00
اصفهان,احمدآباد,230.0,98.0,89.0,9.0,124.0,57.0,230,1396/06/28 11:00:00
اصفهان,آزادی,10.0,2.0,14.0,15.0,46.0,43.0,43,1396/06/28 11:00:00
اصفهان,آزادی,12.0,2.0,13.0,16.0,43.0,38.0,38,1396/06/29 11:00:00
اصفهان,احمدآباد,30.0,49.0,48.0,21.0,74.0,103.0,103,1396/06/29 11:00:00
اصفهان,احمدآباد,33.0,39.0,36.0,22.0,58.0,69.0,69,1396/06/30 11:00:00
اصفهان,آزادی,4.0,3.0,20.0,12.0,56.0,66.0,66,1396/06/30 11:00:00
اصفهان,احمدآباد,32.0,41.0,38.0,22.0,62.0,76.0,76,1396/06/31 11:00:00
اصفهان,آزادی,14.0,6.0,15.0,16.0,46.0,43.0,43,1396/06/31 11:00:00
فارس,دروازه کازرون,30.0,50.0,2.0,35.0,70.0,72.0,50,1396/06/01 11:00:00
فارس,ستاد,49.0,50.0,7.0,31.0,76.0,67.0,50,1396/06/01 11:00:00
فارس,فرودگاه,12.0,16.0,17.0,19.0,24.0,28.0,24,1396/06/01 11:00:00
فارس,میدان امام حسین,49.0,50.0,7.0,31.0,76.0,67.0,50,1396/06/01 11:00:00
فارس,صنایع,31.0,50.0,3.0,16.0,20.0,20.0,50,1396/06/01 11:00:00
فارس,دروازه کازرون,30.0,50.0,2.0,35.0,70.0,72.0,50,1396/06/02 11:00:00
فارس,ستاد,49.0,50.0,7.0,33.0,74.0,65.0,50,1396/06/02 11:00:00
فارس,فرودگاه,13.0,16.0,19.0,18.0,27.0,32.0,27,1396/06/02 11:00:00
فارس,میدان امام حسین,49.0,50.0,7.0,33.0,74.0,65.0,50,1396/06/02 11:00:00
فارس,صنایع,30.0,50.0,5.0,16.0,17.0,18.0,50,1396/06/02 11:00:00
فارس,صنایع,31.0,50.0,7.0,16.0,22.0,24.0,50,1396/06/03 11:00:00
فارس,میدان امام حسین,49.0,50.0,7.0,30.0,77.0,68.0,50,1396/06/03 11:00:00
فارس,فرودگاه,15.0,18.0,18.0,18.0,32.0,36.0,32,1396/06/03 11:00:00
فارس,ستاد,49.0,50.0,7.0,30.0,77.0,68.0,50,1396/06/03 11:00:00
فارس,دروازه کازرون,29.0,50.0,2.0,36.0,70.0,72.0,50,1396/06/03 11:00:00
فارس,صنایع,31.0,50.0,2.0,16.0,20.0,19.0,50,1396/06/04 11:00:00
فارس,میدان امام حسین,49.0,50.0,7.0,29.0,78.0,69.0,50,1396/06/04 11:00:00
فارس,فرودگاه,13.0,16.0,16.0,19.0,28.0,31.0,28,1396/06/04 11:00:00
فارس,ستاد,49.0,50.0,7.0,29.0,78.0,69.0,50,1396/06/04 11:00:00
فارس,دروازه کازرون,28.0,50.0,2.0,36.0,70.0,72.0,50,1396/06/04 11:00:00
فارس,فرودگاه,13.0,16.0,16.0,19.0,28.0,31.0,28,1396/06/05 11:00:00
فارس,دروازه کازرون,29.0,50.0,2.0,36.0,70.0,72.0,50,1396/06/05 11:00:00
فارس,میدان امام حسین,49.0,50.0,7.0,31.0,76.0,67.0,50,1396/06/05 11:00:00
فارس,صنایع,31.0,50.0,4.0,16.0,19.0,20.0,50,1396/06/05 11:00:00
فارس,ستاد,49.0,50.0,7.0,31.0,76.0,67.0,50,1396/06/05 11:00:00
فارس,ستاد,49.0,39.0,7.0,34.0,66.0,52.0,49,1396/06/06 11:00:00
فارس,فرودگاه,19.0,21.0,20.0,17.0,42.0,46.0,42,1396/06/06 11:00:00
فارس,میدان امام حسین,49.0,39.0,7.0,34.0,66.0,52.0,49,1396/06/06 11:00:00
فارس,صنایع,9.0,12.0,7.0,16.0,19.0,18.0,19,1396/06/06 11:00:00
فارس,دروازه کازرون,30.0,24.0,2.0,25.0,63.0,52.0,30,1396/06/06 11:00:00
فارس,میدان امام حسین,49.0,50.0,7.0,33.0,74.0,65.0,50,1396/06/07 11:00:00
فارس,فرودگاه,12.0,14.0,17.0,17.0,27.0,30.0,27,1396/06/07 11:00:00
فارس,ستاد,49.0,50.0,7.0,33.0,74.0,65.0,50,1396/06/07 11:00:00
فارس,دروازه کازرون,29.0,24.0,2.0,25.0,62.0,52.0,29,1396/06/07 11:00:00
فارس,صنایع,9.0,12.0,7.0,16.0,16.0,15.0,16,1396/06/07 11:00:00
فارس,صنایع,9.0,13.0,7.0,16.0,16.0,15.0,16,1396/06/08 11:00:00
فارس,میدان امام حسین,49.0,44.0,7.0,34.0,69.0,58.0,49,1396/06/08 11:00:00
فارس,فرودگاه,13.0,16.0,18.0,17.0,29.0,33.0,29,1396/06/08 11:00:00
فارس,ستاد,49.0,44.0,7.0,34.0,69.0,58.0,49,1396/06/08 11:00:00
فارس,دروازه کازرون,30.0,24.0,2.0,25.0,63.0,52.0,30,1396/06/08 11:00:00
فارس,صنایع,9.0,12.0,6.0,16.0,15.0,14.0,16,1396/06/09 11:00:00
فارس,فرودگاه,11.0,13.0,17.0,17.0,23.0,27.0,23,1396/06/09 11:00:00
فارس,ستاد,49.0,46.0,7.0,34.0,71.0,60.0,49,1396/06/09 11:00:00
فارس,دروازه کازرون,29.0,24.0,2.0,25.0,62.0,52.0,29,1396/06/09 11:00:00
فارس,میدان امام حسین,49.0,46.0,7.0,34.0,71.0,60.0,49,1396/06/09 11:00:00
فارس,صنایع,10.0,12.0,7.0,16.0,21.0,19.0,21,1396/06/10 11:00:00
فارس,فرودگاه,14.0,17.0,20.0,17.0,30.0,35.0,30,1396/06/10 11:00:00
فارس,ستاد,49.0,42.0,7.0,33.0,69.0,57.0,49,1396/06/10 11:00:00
فارس,دروازه کازرون,30.0,25.0,2.0,25.0,63.0,53.0,30,1396/06/10 11:00:00
فارس,میدان امام حسین,49.0,42.0,7.0,33.0,69.0,57.0,49,1396/06/10 11:00:00
فارس,ستاد,49.0,45.0,7.0,35.0,69.0,58.0,49,1396/06/11 11:00:00
فارس,فرودگاه,13.0,15.0,18.0,16.0,30.0,33.0,30,1396/06/11 11:00:00
فارس,میدان امام حسین,49.0,45.0,7.0,35.0,69.0,58.0,49,1396/06/11 11:00:00
فارس,صنایع,8.0,12.0,7.0,16.0,14.0,13.0,16,1396/06/11 11:00:00
فارس,دروازه کازرون,29.0,25.0,2.0,25.0,63.0,53.0,29,1396/06/11 11:00:00
فارس,دروازه کازرون,30.0,24.0,2.0,25.0,63.0,52.0,30,1396/06/12 11:00:00
فارس,صنایع,9.0,12.0,6.0,16.0,16.0,14.0,16,1396/06/12 11:00:00
فارس,فرودگاه,14.0,16.0,18.0,17.0,30.0,34.0,30,1396/06/12 11:00:00
فارس,فرودگاه,14.0,16.0,18.0,17.0,30.0,34.0,30,1396/06/13 11:00:00
فارس,ستاد,49.0,47.0,7.0,38.0,68.0,58.0,49,1396/06/13 11:00:00
فارس,دروازه کازرون,30.0,24.0,2.0,25.0,63.0,52.0,30,1396/06/13 11:00:00
فارس,صنایع,9.0,12.0,7.0,17.0,19.0,18.0,19,1396/06/13 11:00:00
فارس,میدان امام حسین,49.0,47.0,7.0,38.0,68.0,58.0,49,1396/06/13 11:00:00
فارس,ستاد,49.0,50.0,7.0,37.0,71.0,62.0,50,1396/06/14 11:00:00
فارس,فرودگاه,27.0,26.0,17.0,16.0,66.0,66.0,16,1396/06/14 11:00:00
فارس,میدان امام حسین,49.0,50.0,7.0,37.0,71.0,62.0,50,1396/06/14 11:00:00
فارس,صنایع,10.0,12.0,9.0,16.0,20.0,20.0,20,1396/06/14 11:00:00
فارس,دروازه کازرون,29.0,24.0,2.0,25.0,62.0,52.0,29,1396/06/14 11:00:00
فارس,دروازه کازرون,30.0,25.0,2.0,25.0,63.0,53.0,30,1396/06/15 11:00:00
فارس,فرودگاه,28.0,26.0,19.0,15.0,66.0,67.0,15,1396/06/15 11:00:00
فارس,میدان امام حسین,49.0,46.0,7.0,36.0,69.0,58.0,49,1396/06/15 11:00:00
فارس,صنایع,11.0,12.0,7.0,16.0,26.0,24.0,26,1396/06/15 11:00:00
فارس,ستاد,49.0,46.0,7.0,36.0,69.0,58.0,49,1396/06/15 11:00:00
فارس,فرودگاه,27.0,25.0,18.0,15.0,66.0,66.0,15,1396/06/16 11:00:00
فارس,ستاد,49.0,43.0,7.0,34.0,69.0,57.0,49,1396/06/16 11:00:00
فارس,دروازه کازرون,30.0,24.0,2.0,25.0,63.0,52.0,30,1396/06/16 11:00:00
فارس,صنایع,11.0,12.0,6.0,17.0,25.0,23.0,25,1396/06/16 11:00:00
فارس,میدان امام حسین,49.0,43.0,7.0,34.0,69.0,57.0,49,1396/06/16 11:00:00
فارس,فرودگاه,27.0,26.0,17.0,16.0,66.0,66.0,16,1396/06/17 11:00:00
فارس,ستاد,49.0,35.0,7.0,32.0,66.0,50.0,49,1396/06/17 11:00:00
فارس,دروازه کازرون,28.0,25.0,2.0,25.0,62.0,53.0,28,1396/06/17 11:00:00
فارس,صنایع,11.0,12.0,6.0,17.0,27.0,24.0,27,1396/06/17 11:00:00
فارس,میدان امام حسین,49.0,35.0,7.0,32.0,66.0,50.0,49,1396/06/17 11:00:00
فارس,صنایع,12.0,12.0,4.0,16.0,30.0,26.0,30,1396/06/18 11:00:00
فارس,فرودگاه,27.0,26.0,16.0,17.0,66.0,65.0,17,1396/06/18 11:00:00
فارس,ستاد,49.0,39.0,7.0,35.0,65.0,52.0,49,1396/06/18 11:00:00
فارس,دروازه کازرون,28.0,24.0,2.0,25.0,62.0,53.0,28,1396/06/18 11:00:00
فارس,میدان امام حسین,49.0,39.0,7.0,35.0,65.0,52.0,49,1396/06/18 11:00:00
فارس,فرودگاه,28.0,27.0,17.0,17.0,66.0,66.0,17,1396/06/19 11:00:00
فارس,ستاد,49.0,42.0,7.0,35.0,67.0,55.0,49,1396/06/19 11:00:00
فارس,دروازه کازرون,29.0,25.0,2.0,25.0,63.0,53.0,29,1396/06/19 11:00:00
فارس,میدان امام حسین,49.0,42.0,7.0,35.0,67.0,55.0,49,1396/06/19 11:00:00
فارس,صنایع,12.0,12.0,3.0,17.0,29.0,24.0,29,1396/06/19 11:00:00
فارس,میدان امام حسین,49.0,44.0,7.0,35.0,69.0,57.0,49,1396/06/20 11:00:00
فارس,صنایع,12.0,12.0,5.0,16.0,28.0,24.0,28,1396/06/20 11:00:00
فارس,دروازه کازرون,30.0,24.0,2.0,25.0,63.0,52.0,30,1396/06/20 11:00:00
فارس,فرودگاه,28.0,27.0,18.0,17.0,66.0,66.0,17,1396/06/20 11:00:00
فارس,ستاد,49.0,44.0,7.0,35.0,69.0,57.0,49,1396/06/20 11:00:00
فارس,فرودگاه,28.0,27.0,17.0,17.0,66.0,66.0,17,1396/06/21 11:00:00
فارس,صنایع,11.0,12.0,7.0,16.0,24.0,22.0,24,1396/06/21 11:00:00
فارس,میدان امام حسین,49.0,44.0,7.0,34.0,69.0,58.0,49,1396/06/21 11:00:00
فارس,ستاد,49.0,41.0,7.0,34.0,68.0,55.0,49,1396/06/21 11:00:00
فارس,دروازه کازرون,30.0,25.0,2.0,25.0,63.0,53.0,30,1396/06/21 11:00:00
فارس,فرودگاه,27.0,25.0,16.0,16.0,66.0,65.0,16,1396/06/22 11:00:00
فارس,صنایع,11.0,12.0,3.0,16.0,23.0,19.0,23,1396/06/22 11:00:00
فارس,میدان امام حسین,49.0,39.0,7.0,34.0,66.0,52.0,49,1396/06/22 11:00:00
فارس,ستاد,49.0,39.0,7.0,34.0,66.0,52.0,49,1396/06/22 11:00:00
فارس,دروازه کازرون,28.0,25.0,2.0,25.0,62.0,53.0,28,1396/06/22 11:00:00
فارس,میدان امام حسین,49.0,44.0,7.0,38.0,66.0,54.0,49,1396/06/23 11:00:00
فارس,ستاد,49.0,44.0,7.0,39.0,65.0,53.0,49,1396/06/23 11:00:00
فارس,صنایع,12.0,12.0,3.0,17.0,32.0,27.0,32,1396/06/23 11:00:00
فارس,دروازه کازرون,28.0,25.0,2.0,25.0,62.0,53.0,28,1396/06/23 11:00:00
فارس,فرودگاه,28.0,27.0,17.0,17.0,66.0,66.0,17,1396/06/23 11:00:00
فارس,میدان امام حسین,49.0,45.0,7.0,36.0,68.0,57.0,49,1396/06/24 11:00:00
فارس,ستاد,49.0,45.0,7.0,36.0,68.0,57.0,49,1396/06/24 11:00:00
فارس,صنایع,12.0,12.0,4.0,17.0,31.0,27.0,31,1396/06/24 11:00:00
فارس,دروازه کازرون,29.0,25.0,2.0,25.0,63.0,53.0,29,1396/06/24 11:00:00
فارس,فرودگاه,27.0,27.0,16.0,18.0,65.0,65.0,18,1396/06/24 11:00:00
فارس,میدان امام حسین,49.0,38.0,7.0,33.0,67.0,52.0,49,1396/06/25 11:00:00
فارس,ستاد,49.0,38.0,7.0,33.0,67.0,52.0,49,1396/06/25 11:00:00
فارس,صنایع,11.0,12.0,4.0,16.0,27.0,23.0,27,1396/06/25 11:00:00
فارس,دروازه کازرون,28.0,25.0,2.0,25.0,62.0,53.0,28,1396/06/25 11:00:00
فارس,فرودگاه,27.0,26.0,16.0,17.0,66.0,65.0,17,1396/06/25 11:00:00
فارس,فرودگاه,28.0,27.0,17.0,17.0,66.0,66.0,17,1396/06/26 11:00:00
فارس,صنایع,11.0,12.0,4.0,16.0,25.0,21.0,25,1396/06/26 11:00:00
فارس,میدان امام حسین,49.0,65.0,7.0,36.0,81.0,79.0,65,1396/06/26 11:00:00
فارس,ستاد,49.0,65.0,7.0,36.0,81.0,79.0,65,1396/06/26 11:00:00
فارس,دروازه کازرون,29.0,25.0,2.0,25.0,63.0,53.0,29,1396/06/26 11:00:00
فارس,فرودگاه,28.0,27.0,17.0,17.0,66.0,66.0,17,1396/06/27 11:00:00
فارس,صنایع,15.0,12.0,4.0,16.0,42.0,36.0,42,1396/06/27 11:00:00
فارس,میدان امام حسین,49.0,49.0,7.0,36.0,71.0,61.0,49,1396/06/27 11:00:00
فارس,ستاد,49.0,49.0,7.0,36.0,71.0,61.0,49,1396/06/27 11:00:00
فارس,دروازه کازرون,28.0,25.0,2.0,25.0,62.0,53.0,28,1396/06/27 11:00:00
فارس,فرودگاه,28.0,27.0,17.0,17.0,66.0,66.0,17,1396/06/28 11:00:00
فارس,صنایع,13.0,12.0,2.0,16.0,33.0,27.0,33,1396/06/28 11:00:00
فارس,میدان امام حسین,49.0,50.0,7.0,35.0,72.0,63.0,50,1396/06/28 11:00:00
فارس,ستاد,49.0,50.0,7.0,35.0,72.0,63.0,50,1396/06/28 11:00:00
فارس,دروازه کازرون,28.0,25.0,2.0,25.0,62.0,53.0,28,1396/06/28 11:00:00
فارس,فرودگاه,28.0,27.0,17.0,17.0,66.0,66.0,17,1396/06/29 11:00:00
فارس,صنایع,10.0,12.0,4.0,16.0,19.0,16.0,19,1396/06/29 11:00:00
فارس,میدان امام حسین,49.0,48.0,7.0,37.0,69.0,59.0,49,1396/06/29 11:00:00
فارس,ستاد,49.0,48.0,7.0,37.0,69.0,59.0,49,1396/06/29 11:00:00
فارس,دروازه کازرون,29.0,25.0,2.0,25.0,63.0,53.0,29,1396/06/29 11:00:00
فارس,فرودگاه,27.0,26.0,17.0,16.0,66.0,66.0,16,1396/06/30 11:00:00
فارس,صنایع,9.0,12.0,5.0,16.0,15.0,13.0,16,1396/06/30 11:00:00
فارس,میدان امام حسین,49.0,52.0,7.0,36.0,73.0,65.0,52,1396/06/30 11:00:00
فارس,ستاد,49.0,52.0,7.0,36.0,73.0,65.0,52,1396/06/30 11:00:00
فارس,دروازه کازرون,29.0,25.0,2.0,25.0,63.0,53.0,29,1396/06/30 11:00:00
فارس,میدان امام حسین,49.0,39.0,8.0,33.0,67.0,53.0,49,1396/06/31 11:00:00
فارس,صنایع,8.0,12.0,6.0,16.0,12.0,11.0,16,1396/06/31 11:00:00
فارس,دروازه کازرون,29.0,25.0,2.0,25.0,63.0,53.0,29,1396/06/31 11:00:00
فارس,فرودگاه,28.0,27.0,17.0,17.0,66.0,66.0,17,1396/06/31 11:00:00
فارس,ستاد,49.0,40.0,7.0,33.0,68.0,54.0,49,1396/06/31 11:00:00
قزوین,آبیک,140.0,120.0,47.0,9.0,336.0,330.0,336,1396/06/21 11:00:00
قزوین,آبیک,35.0,41.0,45.0,15.0,71.0,87.0,71,1396/06/22 11:00:00
قزوین,قزوین,28.0,34.0,15.0,32.0,28.0,35.0,35,1396/06/22 11:00:00
قزوین,قزوین,29.0,33.0,17.0,32.0,29.0,30.0,32,1396/06/23 11:00:00
